
--- Starting Training ---

global_step=112, episodic_return=-4.838320448915629
global_step=443632, episodic_return=3198.365038729527
SPS: 927
global_step=444912, episodic_return=1304.877023234788
global_step=446176, episodic_return=2594.47864124664
SPS: 927
global_step=446816, episodic_return=927.3531419062143
global_step=447184, episodic_return=933.8129675770754
global_step=448160, episodic_return=1228.816917323583
global_step=448480, episodic_return=1260.4836996747488
SPS: 927
global_step=448848, episodic_return=2452.656998898032
global_step=448880, episodic_return=1003.5761492574878
global_step=449360, episodic_return=1333.8591508372735
global_step=449664, episodic_return=1468.575519005789
global_step=450096, episodic_return=3049.852808425926
global_step=450192, episodic_return=1199.9053884673913
SPS: 927
global_step=450896, episodic_return=2564.608253660533
SPS: 927
global_step=452768, episodic_return=1021.374493845827
global_step=452992, episodic_return=895.5594408792768
global_step=453024, episodic_return=1938.1024275646807
global_step=453744, episodic_return=2151.258094323158
global_step=454224, episodic_return=1953.808194740693
global_step=454400, episodic_return=1014.3938637191726
global_step=454416, episodic_return=2262.701178329229
global_step=454624, episodic_return=1096.3996929552534
SPS: 927
global_step=455232, episodic_return=1038.7567321136314
global_step=455280, episodic_return=1737.5688629395602
SPS: 927
global_step=456960, episodic_return=1160.1132525700198
global_step=458144, episodic_return=1618.1407487454549
global_step=458304, episodic_return=2021.4686715873138
global_step=458528, episodic_return=1014.3047031592752
global_step=458704, episodic_return=747.76143412585
SPS: 927
global_step=459184, episodic_return=944.0687184981618
global_step=459248, episodic_return=2134.254897251972
global_step=459648, episodic_return=1438.3321454483737
global_step=459744, episodic_return=3053.960111439024
global_step=459776, episodic_return=963.2080464595375
SPS: 927
global_step=461872, episodic_return=1220.3942228534686
SPS: 928
global_step=463392, episodic_return=1721.8266340458458
global_step=464736, episodic_return=2244.529037358528
SPS: 928
global_step=465168, episodic_return=1565.526037821624
global_step=465360, episodic_return=1279.2870383707118
global_step=466112, episodic_return=3004.082483562463
global_step=466544, episodic_return=1637.5005441459132
global_step=466864, episodic_return=908.3164051031883
SPS: 928
global_step=467008, episodic_return=1503.6633406511762
global_step=468368, episodic_return=1935.9882256844178
SPS: 928
global_step=469008, episodic_return=3429.6242173309406
global_step=469168, episodic_return=1885.9547099153906
global_step=469552, episodic_return=1220.9708154405919
global_step=470512, episodic_return=2462.9796973597036
SPS: 928
global_step=471296, episodic_return=3231.3868317928823
global_step=471792, episodic_return=1401.3976349709053
global_step=471888, episodic_return=1388.6552741728335
SPS: 928
global_step=473168, episodic_return=1460.476090167455
global_step=474160, episodic_return=3432.240593896046
global_step=474240, episodic_return=903.2707820682863
global_step=474320, episodic_return=3463.568739490362
global_step=474640, episodic_return=1722.5668561366335
global_step=474880, episodic_return=1540.160024269298
global_step=474960, episodic_return=3102.6720058681917
global_step=474992, episodic_return=1243.2324871072026
SPS: 928
global_step=476624, episodic_return=2073.4965637146456
global_step=476672, episodic_return=1279.9959093472366
SPS: 928
SPS: 929
global_step=479616, episodic_return=1255.109475541098
global_step=480000, episodic_return=1017.1828291127827
global_step=480096, episodic_return=1715.764037301443
global_step=480112, episodic_return=2312.1294608078288
global_step=480192, episodic_return=2895.6293390420956
global_step=480656, episodic_return=675.248920124169
SPS: 929
global_step=482592, episodic_return=2296.22371515493
SPS: 929
global_step=483408, episodic_return=1973.314583227138
global_step=484656, episodic_return=2162.802695381033
global_step=485184, episodic_return=3509.8417123840914
global_step=485184, episodic_return=2519.575822034067
global_step=485232, episodic_return=951.2112553239151
SPS: 929
global_step=485552, episodic_return=2929.161055228903
global_step=485680, episodic_return=2386.6007837440793
global_step=485744, episodic_return=2386.1381609942014
global_step=485856, episodic_return=1698.6444321548663
global_step=486656, episodic_return=1294.2765125654878
SPS: 929
global_step=487728, episodic_return=1719.734613346302
global_step=489408, episodic_return=1891.6426991510918
global_step=489424, episodic_return=1963.982547332773
SPS: 929
global_step=490080, episodic_return=2014.0696903658413
global_step=490256, episodic_return=1104.9702468576995
global_step=490976, episodic_return=3488.34049238847
global_step=491104, episodic_return=1635.369066686158
global_step=491408, episodic_return=1342.9172600196523
SPS: 929
global_step=491696, episodic_return=1330.4932257994615
global_step=492000, episodic_return=1842.6054608757472
global_step=492176, episodic_return=874.9110455539566
global_step=492336, episodic_return=1282.9021323531383
global_step=493088, episodic_return=1755.4125885404312
SPS: 929
global_step=494688, episodic_return=995.6579454296044
global_step=494848, episodic_return=1830.9244122782948
global_step=495232, episodic_return=2074.7271277808645
global_step=495552, episodic_return=1941.894123855265
global_step=495600, episodic_return=1259.3688779527351
SPS: 930
global_step=495984, episodic_return=1088.4778426957162
global_step=496256, episodic_return=1035.6627323224739
global_step=497200, episodic_return=1326.7106192143576
SPS: 930
global_step=497680, episodic_return=983.6804754541782
global_step=497728, episodic_return=1119.1911233876501
global_step=498352, episodic_return=1360.7745523589554
global_step=498464, episodic_return=1347.2534563056008
global_step=498912, episodic_return=1196.5276629968723
global_step=499024, episodic_return=755.3416618204012
global_step=499248, episodic_return=2038.2085236100647
global_step=499360, episodic_return=3243.872711007399
SPS: 930
global_step=499984, episodic_return=1042.7069603114928
global_step=500800, episodic_return=1981.9139053651004
global_step=500992, episodic_return=992.4127373023822
global_step=501520, episodic_return=1301.234108912347
SPS: 930
global_step=501824, episodic_return=1078.1791080372848
global_step=502640, episodic_return=950.5401161618663
global_step=502816, episodic_return=1025.5201487661798
global_step=503424, episodic_return=1112.126321794276
SPS: 930
global_step=504128, episodic_return=1825.7784458848218
global_step=504304, episodic_return=975.9347148462698
global_step=504896, episodic_return=1271.3006099694142
global_step=505264, episodic_return=2019.9660357664172
global_step=505312, episodic_return=1335.5470254280358
SPS: 930
global_step=505920, episodic_return=1000.1350423290274
global_step=506800, episodic_return=1307.2773581465365
SPS: 930
global_step=508320, episodic_return=2174.9880255170033
global_step=508736, episodic_return=1535.281599516432
global_step=509632, episodic_return=1459.0234044601018
global_step=509760, episodic_return=1621.4668961015336
global_step=509888, episodic_return=1714.1856070431206
SPS: 930
global_step=510688, episodic_return=1358.5387093796028
global_step=511008, episodic_return=2728.7916180888124
global_step=511488, episodic_return=1318.234146781308
global_step=511808, episodic_return=1148.240086569954
SPS: 930
global_step=512272, episodic_return=2004.358492898208
global_step=512736, episodic_return=2015.6732419610896
global_step=512944, episodic_return=1798.2978637823526
SPS: 930
global_step=514560, episodic_return=3130.190037657222
global_step=514624, episodic_return=2044.0346051366837
global_step=515760, episodic_return=1597.1875813565514
global_step=515984, episodic_return=2350.552452705209
SPS: 930
global_step=516192, episodic_return=891.165164570741
global_step=517856, episodic_return=949.5143823351408
SPS: 930
global_step=518368, episodic_return=1323.8192873121286
global_step=518720, episodic_return=1709.0717370081313
global_step=518848, episodic_return=1618.3117050784988
SPS: 930
global_step=520288, episodic_return=896.8410344981162
global_step=520688, episodic_return=2107.085758403036
global_step=520880, episodic_return=2412.1046491589414
global_step=521520, episodic_return=1703.5493891198787
global_step=521904, episodic_return=2043.967870730968
SPS: 931
global_step=522304, episodic_return=1227.0450052143165
global_step=522368, episodic_return=3480.1752825809526
SPS: 931
global_step=524592, episodic_return=1744.3529643344807
global_step=524752, episodic_return=3357.8449868681796
global_step=524768, episodic_return=1491.0589460348933
global_step=525312, episodic_return=2247.3993709957776
global_step=525872, episodic_return=1763.7774332470058
global_step=525904, episodic_return=3488.119123493814
SPS: 931
global_step=526448, episodic_return=1157.4495891020167
global_step=526560, episodic_return=1674.9777392447827
global_step=526928, episodic_return=863.8255956224305
global_step=528288, episodic_return=1278.4671123664855
SPS: 931
global_step=529280, episodic_return=1680.55954552718
global_step=530016, episodic_return=2371.91186161927
global_step=530080, episodic_return=1679.1874768512566
SPS: 931
global_step=530752, episodic_return=2071.025991185373
global_step=531680, episodic_return=1422.1640857324462
global_step=532208, episodic_return=992.2835558035388
global_step=532416, episodic_return=1350.463609025656
SPS: 931
global_step=532512, episodic_return=1555.623174514208
global_step=532720, episodic_return=1825.5495400965947
global_step=533056, episodic_return=1308.8641579850755
global_step=533488, episodic_return=1849.6640471776975
global_step=533648, episodic_return=1538.1133108762863
global_step=534032, episodic_return=3029.0238359245695
global_step=534432, episodic_return=3596.5107914353216
SPS: 931
global_step=535216, episodic_return=1926.4967353897669
global_step=535488, episodic_return=934.1331909587823
global_step=536048, episodic_return=1317.7354698918011
SPS: 931
global_step=538016, episodic_return=1203.1266798065367
SPS: 931
global_step=539200, episodic_return=990.1085258845018
global_step=539216, episodic_return=2269.9938969042873
global_step=540368, episodic_return=1663.9991449556178
SPS: 931
global_step=540720, episodic_return=2010.762594608031
global_step=541200, episodic_return=2293.3786296387043
global_step=541344, episodic_return=1862.7111428485991
global_step=542064, episodic_return=1598.22118168872
global_step=542240, episodic_return=1310.0615447620478
global_step=542416, episodic_return=2257.590087176789
global_step=542544, episodic_return=1643.696860597337
SPS: 931
global_step=542992, episodic_return=1978.553642054078
global_step=543456, episodic_return=1718.4064089869844
global_step=543552, episodic_return=2290.1519512666655
SPS: 931
global_step=545632, episodic_return=3637.528948494078
global_step=546144, episodic_return=1401.2442623954864
global_step=546176, episodic_return=1212.771613516112
SPS: 932
global_step=546928, episodic_return=794.9340773361904
global_step=547936, episodic_return=1476.197653776594
global_step=548528, episodic_return=3661.7878484592447
SPS: 932
global_step=548912, episodic_return=1732.7032550596425
global_step=549744, episodic_return=1414.4749877529105
global_step=549776, episodic_return=2735.2024251564835
global_step=550000, episodic_return=1346.7258014753274
global_step=550304, episodic_return=2435.2408018686574
global_step=550384, episodic_return=2010.8340649971271
SPS: 932
global_step=551424, episodic_return=1703.1660375023137
SPS: 932
global_step=553568, episodic_return=969.0987212587022
global_step=554784, episodic_return=887.3810923380192
global_step=554800, episodic_return=2345.611850935025
global_step=554976, episodic_return=1702.1225797958336
SPS: 932
global_step=555408, episodic_return=2428.1000037105423
SPS: 932
global_step=557728, episodic_return=2500.1430665533658
global_step=557936, episodic_return=1663.11550696832
global_step=558160, episodic_return=3638.407430766048
global_step=558496, episodic_return=2714.7580060896744
SPS: 932
global_step=560272, episodic_return=2539.1600385875845
SPS: 932
global_step=561232, episodic_return=3709.290068877443
global_step=561232, episodic_return=3096.9378073387575
global_step=561312, episodic_return=2009.793981838043
global_step=561904, episodic_return=1753.7050861115943
global_step=562592, episodic_return=1769.4734294543746
SPS: 932
global_step=563552, episodic_return=1391.6457164725632
global_step=564016, episodic_return=2072.4064638300265
global_step=564656, episodic_return=1299.5554207198315
global_step=564800, episodic_return=3217.6186460362783
SPS: 932
global_step=565760, episodic_return=3751.9763047911924
global_step=566128, episodic_return=1791.0152998341052
global_step=566320, episodic_return=3558.03921350945
global_step=566848, episodic_return=1362.845111537254
SPS: 932
global_step=567504, episodic_return=2045.3796946350246
global_step=568464, episodic_return=3180.835341576552
global_step=568608, episodic_return=1175.1619577844967
global_step=568720, episodic_return=1324.5282529476033
global_step=569072, episodic_return=1740.9462737805238
SPS: 932
global_step=570160, episodic_return=1070.3660817877899
global_step=571280, episodic_return=2349.1430143917246
SPS: 932
global_step=572032, episodic_return=1759.8012141869397
global_step=573040, episodic_return=1598.0021436934887
SPS: 932
global_step=573520, episodic_return=2964.1024004216965
global_step=573744, episodic_return=3517.303242071622
global_step=573872, episodic_return=1664.4786978698914
global_step=574608, episodic_return=1432.2975046540012
SPS: 932
global_step=576592, episodic_return=2308.464884169055
global_step=577312, episodic_return=2359.7860020311996
global_step=577344, episodic_return=1660.1399509713767
SPS: 933
global_step=577680, episodic_return=3067.5334847125737
global_step=578928, episodic_return=1703.0647936513712
global_step=579568, episodic_return=3439.9497754566105
SPS: 933
global_step=580016, episodic_return=1667.6360325814728
global_step=581328, episodic_return=1693.9083875300414
SPS: 933
global_step=582624, episodic_return=2010.8629410095045
global_step=582752, episodic_return=3277.5787842248924
global_step=583328, episodic_return=2732.821600618329
SPS: 933
global_step=584112, episodic_return=1382.0036448159085
global_step=584240, episodic_return=1737.5937700505258
global_step=584624, episodic_return=3811.366388755247
global_step=584736, episodic_return=3805.107840531665
global_step=585088, episodic_return=2438.763551404049
SPS: 933
global_step=585840, episodic_return=2821.2308754098362
global_step=586112, episodic_return=2738.2813576441854
global_step=587632, episodic_return=1631.1094567899183
global_step=587760, episodic_return=1296.2663049845269
SPS: 933
global_step=589056, episodic_return=2666.988162041466
global_step=589120, episodic_return=669.2728192068702
global_step=589408, episodic_return=2261.097613721354
global_step=589584, episodic_return=1468.8577795827225
SPS: 933
SPS: 934
global_step=593616, episodic_return=2428.2316033395605
global_step=593696, episodic_return=3700.985078846536
global_step=593920, episodic_return=2432.389612382122
SPS: 933
global_step=595264, episodic_return=1421.7993325427872
SPS: 933
global_step=596032, episodic_return=3704.2965100001534
global_step=596448, episodic_return=2595.99126363651
SPS: 934
global_step=598176, episodic_return=3216.0864735722844
SPS: 934
global_step=600176, episodic_return=2986.0924251702263
global_step=600256, episodic_return=3740.525341075011
global_step=601104, episodic_return=3872.347601272198
global_step=601856, episodic_return=3444.5706654002984
SPS: 934
global_step=602128, episodic_return=3590.8043059257093
global_step=602432, episodic_return=3116.7231580232956
global_step=602832, episodic_return=3252.825670410156
global_step=603424, episodic_return=1811.8566831120072
SPS: 934
global_step=605424, episodic_return=3873.0291527927393
global_step=605600, episodic_return=3746.3403388489487
SPS: 934
global_step=606272, episodic_return=3156.821718750494
global_step=607232, episodic_return=2468.759851817077
global_step=607232, episodic_return=3150.168119607731
SPS: 934
global_step=608368, episodic_return=2409.6404392588533
global_step=608656, episodic_return=3478.7510639650245
global_step=609456, episodic_return=1832.341591769471
global_step=609840, episodic_return=3117.580971830756
SPS: 935
global_step=610384, episodic_return=2402.776179582325
SPS: 935
global_step=612368, episodic_return=2411.403429015677
global_step=612928, episodic_return=1155.6696435792005
global_step=613328, episodic_return=1623.291077808335
SPS: 934
global_step=614960, episodic_return=1942.0826364017487
global_step=615664, episodic_return=1278.8682406881435
global_step=616272, episodic_return=3762.411475930636
SPS: 935
global_step=618144, episodic_return=3634.479738834435
global_step=618448, episodic_return=3640.585681698797
SPS: 935
global_step=618800, episodic_return=1132.5786940219548
global_step=618848, episodic_return=3771.961074797845
global_step=619008, episodic_return=3322.970214546014
global_step=619440, episodic_return=3766.098033511792
global_step=619984, episodic_return=2830.7974081833063
global_step=620272, episodic_return=1535.9617072622589
SPS: 935
SPS: 935
global_step=623248, episodic_return=3798.064321293029
SPS: 935
global_step=624672, episodic_return=3794.18656032758
global_step=625328, episodic_return=1956.809074757093
global_step=625856, episodic_return=3710.9080981423963
global_step=626400, episodic_return=3669.52581143607
SPS: 936
global_step=627136, episodic_return=2099.9236047467934
global_step=627488, episodic_return=2755.5065741321478
global_step=628384, episodic_return=3788.4885061368527
SPS: 936
global_step=628784, episodic_return=1767.3929033646693
global_step=628832, episodic_return=1946.016135301797
global_step=630272, episodic_return=2760.4588268187254
SPS: 936
global_step=630976, episodic_return=3928.2458367076097
global_step=631568, episodic_return=2773.99431407518
SPS: 936
global_step=633392, episodic_return=3165.701706480426
global_step=633616, episodic_return=1328.6925526881091
global_step=633744, episodic_return=1838.154299174791
global_step=634464, episodic_return=3812.1590116758052
global_step=634688, episodic_return=1750.601914187232
global_step=634864, episodic_return=3685.148531096053
SPS: 936
global_step=636032, episodic_return=1629.798960416923
global_step=636400, episodic_return=1699.5702823105876
global_step=636672, episodic_return=1362.375211651655
SPS: 936
global_step=637680, episodic_return=2776.8106886178416
SPS: 936
global_step=639264, episodic_return=3902.6105061594417
global_step=639296, episodic_return=3462.9396226208637
global_step=640080, episodic_return=2120.196655194858
SPS: 936
global_step=642816, episodic_return=1821.4314070429334
SPS: 936
global_step=643152, episodic_return=3736.155780838755
global_step=643808, episodic_return=1689.7897026248659
global_step=644848, episodic_return=3864.2692976788076
global_step=645088, episodic_return=2012.317124325411
SPS: 937
global_step=645456, episodic_return=3019.7295804135833
global_step=645520, episodic_return=2093.340680993306
global_step=646736, episodic_return=2040.8026053886715
SPS: 937
global_step=648592, episodic_return=3529.394033989564
SPS: 937
global_step=649408, episodic_return=3306.408465345982
global_step=649424, episodic_return=3099.3395602111837
global_step=649760, episodic_return=3949.8686974705406
global_step=650480, episodic_return=3913.6210372618148
SPS: 937
global_step=652400, episodic_return=1914.130978835401
SPS: 937
global_step=653424, episodic_return=3442.9505785561532
global_step=654384, episodic_return=2406.360244177619
global_step=654400, episodic_return=2122.181386520316
global_step=654800, episodic_return=1734.5328852399539
global_step=655312, episodic_return=3861.4209284683816
SPS: 937
global_step=655840, episodic_return=3001.866786492644
global_step=656096, episodic_return=3992.1126076497303
global_step=657120, episodic_return=1663.9285302441197
SPS: 937
global_step=658624, episodic_return=3095.8435114521835
global_step=658784, episodic_return=2474.1985398967963
SPS: 937
global_step=659792, episodic_return=1723.5705431163253
global_step=660144, episodic_return=3890.1069457938493
global_step=660960, episodic_return=2513.706107698813
global_step=661104, episodic_return=2417.4609496372636
SPS: 937
global_step=661536, episodic_return=3992.5136362299636
global_step=661664, episodic_return=1249.1263219508185
global_step=661728, episodic_return=1400.2647078351063
global_step=661984, episodic_return=3081.5718123609936
global_step=662304, episodic_return=999.6126177640331
SPS: 937
global_step=663696, episodic_return=2404.094233396671
global_step=664064, episodic_return=2002.720349636975
global_step=664432, episodic_return=2266.1514097029635
global_step=664736, episodic_return=1276.6009261165218
global_step=664928, episodic_return=2027.6567325597198
SPS: 937
global_step=666560, episodic_return=2876.490734531803
global_step=667440, episodic_return=1391.3573484073418
global_step=667648, episodic_return=1347.9976498112826
SPS: 937
global_step=667824, episodic_return=1804.708171686319
global_step=667968, episodic_return=1474.3607109505213
global_step=668976, episodic_return=2220.0474098521477
global_step=669584, episodic_return=1657.838979316353
SPS: 937
global_step=670192, episodic_return=1662.635932599883
global_step=670496, episodic_return=2047.7423890807809
global_step=670704, episodic_return=1304.4484637532562
global_step=671280, episodic_return=2990.666153940566
SPS: 938
global_step=672432, episodic_return=2013.6868254039896
global_step=673776, episodic_return=1968.3986304851808
SPS: 938
global_step=674448, episodic_return=1456.7825338831021
SPS: 937
global_step=677552, episodic_return=2047.8209029065938
global_step=677680, episodic_return=3958.3334120741697
SPS: 938
global_step=678480, episodic_return=2850.332215343627
global_step=679136, episodic_return=2190.904230000921
global_step=679600, episodic_return=1851.8863455037722
global_step=679872, episodic_return=2160.3205387159705
SPS: 938
global_step=680080, episodic_return=3966.507234479328
global_step=680272, episodic_return=2049.3838491222864
global_step=680448, episodic_return=3897.860071970682
global_step=680752, episodic_return=3148.817715896104
global_step=680928, episodic_return=1681.231397217876
global_step=681264, episodic_return=2709.885096513691
SPS: 938
global_step=683056, episodic_return=1028.4025997542303
global_step=683488, episodic_return=2065.736294247622
global_step=683520, episodic_return=3849.448487330201
global_step=683840, episodic_return=4035.7398560911056
SPS: 938
global_step=685552, episodic_return=1367.014662508616
global_step=686016, episodic_return=1697.1182074919448
SPS: 938
global_step=686656, episodic_return=1302.1916245035616
global_step=686848, episodic_return=2157.991207165578
global_step=688048, episodic_return=1856.451207858541
SPS: 938
global_step=688144, episodic_return=1729.392528594937
global_step=688288, episodic_return=1741.135933736916
global_step=688448, episodic_return=3928.394809408934
global_step=688720, episodic_return=1877.2869468417634
SPS: 938
global_step=690384, episodic_return=1416.0218159513868
global_step=690560, episodic_return=2173.811886072326
global_step=691664, episodic_return=1649.8627654396653
SPS: 938
global_step=692448, episodic_return=2076.2359262959217
global_step=692800, episodic_return=2807.783617162144
SPS: 939
global_step=694832, episodic_return=1986.732356050014
global_step=695888, episodic_return=3853.4046180129094
SPS: 938
global_step=696736, episodic_return=1713.5004674718293
global_step=698016, episodic_return=2817.876736718539
SPS: 938
global_step=699072, episodic_return=3838.692562556523
global_step=700080, episodic_return=2847.815596211212
SPS: 939
global_step=701328, episodic_return=2989.752563226739
SPS: 939
global_step=702672, episodic_return=3712.567974101774
global_step=702864, episodic_return=3972.588626363307
global_step=704064, episodic_return=3936.0077257435755
SPS: 939
global_step=704736, episodic_return=3705.1821370111875
global_step=706400, episodic_return=3865.3874338992005
SPS: 939
global_step=706576, episodic_return=3861.5535252566942
global_step=707440, episodic_return=2028.855241066263
global_step=707680, episodic_return=3778.7020780091057
global_step=708464, episodic_return=3775.166169851614
SPS: 939
global_step=708816, episodic_return=3923.5266686303385
SPS: 939
global_step=710848, episodic_return=3719.4604170761095
global_step=711184, episodic_return=806.2014462530486
global_step=711904, episodic_return=3858.448235168528
SPS: 939
global_step=712752, episodic_return=3545.9497165489893
global_step=713488, episodic_return=3300.296709734568
SPS: 940
global_step=714912, episodic_return=2914.0740106805924
global_step=715088, episodic_return=3882.0574384101146
SPS: 939
global_step=717344, episodic_return=3580.5406683109322
global_step=718688, episodic_return=3785.482679808576
global_step=718768, episodic_return=2571.2328716354223
SPS: 940
global_step=719072, episodic_return=1592.331041813388
global_step=720080, episodic_return=3831.862527270508
global_step=720096, episodic_return=1522.3440363236407
global_step=720752, episodic_return=3810.209009668545
SPS: 940
global_step=721344, episodic_return=624.3270193012272
global_step=722416, episodic_return=3371.0304803561185
global_step=722656, episodic_return=658.4939780536592
SPS: 940
global_step=723696, episodic_return=3846.9492692427757
global_step=724016, episodic_return=1987.9961352697817
global_step=724480, episodic_return=3759.3991653615512
global_step=724832, episodic_return=3877.586658647047
SPS: 940
global_step=725072, episodic_return=2773.1735212281947
global_step=725392, episodic_return=1224.0265485938937
global_step=725808, episodic_return=3372.391626727188
global_step=725920, episodic_return=839.4444634698111
global_step=726048, episodic_return=1101.6612890817294
global_step=726464, episodic_return=1266.4240270351916
global_step=726864, episodic_return=3893.153387805645
SPS: 941
global_step=728160, episodic_return=1067.1176686838658
global_step=728464, episodic_return=1632.6944603287625
global_step=728560, episodic_return=1004.0984084942709
global_step=728848, episodic_return=1052.2352700385588
SPS: 941
global_step=729808, episodic_return=1212.9812343397796
global_step=730496, episodic_return=1236.618904519902
global_step=730560, episodic_return=2519.578385145283
global_step=730736, episodic_return=1012.6661655666005
global_step=731104, episodic_return=3567.6033970415147
SPS: 941
global_step=732848, episodic_return=717.2877258131499
global_step=733136, episodic_return=735.3990190151659
SPS: 941
global_step=733696, episodic_return=2039.5920578494743
global_step=734960, episodic_return=1290.7925187659423
SPS: 941
global_step=735664, episodic_return=1141.9354442022707
global_step=736192, episodic_return=1101.8423956405745
SPS: 940
global_step=737872, episodic_return=3171.089816256962
global_step=738544, episodic_return=1840.5220514335083
global_step=739296, episodic_return=3272.5646335502497
SPS: 941
global_step=739616, episodic_return=2567.5439248151774
global_step=740736, episodic_return=2399.079830543558
SPS: 941
global_step=741824, episodic_return=3832.11218631925
global_step=741872, episodic_return=1227.85030260198
global_step=741936, episodic_return=3761.2407840126893
global_step=742032, episodic_return=3870.536320296901
global_step=742880, episodic_return=3722.8002006694137
SPS: 941
global_step=745312, episodic_return=3274.761399410221
SPS: 941
global_step=745488, episodic_return=1441.5759680158794
global_step=747120, episodic_return=1781.7325045753823
SPS: 941
global_step=748256, episodic_return=1442.8556154657263
global_step=748864, episodic_return=3866.5385376004065
global_step=749152, episodic_return=3751.4393300172733
global_step=749488, episodic_return=757.8945526854601
SPS: 941
global_step=749712, episodic_return=3587.795431662631
global_step=750512, episodic_return=1019.22746536204
global_step=750976, episodic_return=4042.8632876212505
global_step=751040, episodic_return=1967.8352623444387
SPS: 941
global_step=752096, episodic_return=3855.107182651913
global_step=752288, episodic_return=2354.617722385535
global_step=753040, episodic_return=2551.283427256041
SPS: 942
global_step=753888, episodic_return=3975.282093574148
global_step=754288, episodic_return=3415.7572880025245
global_step=754496, episodic_return=1599.1071761162832
global_step=754768, episodic_return=998.3744216341003
SPS: 942
global_step=755808, episodic_return=966.7861226848978
global_step=756032, episodic_return=982.631765313264
global_step=756096, episodic_return=1733.28224720013
global_step=756512, episodic_return=1717.276251447714
global_step=756752, episodic_return=3700.2446318668954
global_step=757280, episodic_return=1545.1461500730672
global_step=757376, episodic_return=1024.6579597486514
SPS: 942
global_step=758896, episodic_return=3935.0099563036642
SPS: 942
global_step=760080, episodic_return=1239.0149056769835
global_step=760112, episodic_return=730.7555851973094
global_step=760368, episodic_return=1820.608581864306
global_step=760896, episodic_return=1085.6791192643796
global_step=761536, episodic_return=1807.4530766079645
SPS: 942
global_step=762064, episodic_return=859.7792364772786
global_step=762304, episodic_return=2115.237261362273
SPS: 942
global_step=764240, episodic_return=1077.184917159307
global_step=764256, episodic_return=1555.8271966666427
global_step=764368, episodic_return=2266.157281561168
global_step=764384, episodic_return=1930.9080448639854
global_step=764928, episodic_return=1883.4012126484915
global_step=764944, episodic_return=2427.746731046902
global_step=765168, episodic_return=3765.242661058177
global_step=765504, episodic_return=3865.322450216333
SPS: 942
global_step=766864, episodic_return=1136.3523117093118
global_step=767024, episodic_return=1481.1771153811717
SPS: 942
global_step=768752, episodic_return=2772.5422261769254
global_step=769360, episodic_return=985.124356941838
global_step=769488, episodic_return=938.0342753584002
global_step=769584, episodic_return=1081.1718577986462
SPS: 942
global_step=771824, episodic_return=2187.2712915766615
SPS: 942
global_step=773120, episodic_return=1814.306572884163
SPS: 942
global_step=774160, episodic_return=2965.87460544479
global_step=774256, episodic_return=2057.2740996712664
global_step=774848, episodic_return=1117.938576462859
global_step=776128, episodic_return=4085.183714780633
SPS: 942
global_step=776384, episodic_return=3933.601471355634
global_step=777552, episodic_return=3973.339020721048
global_step=777824, episodic_return=2476.6011325497134
SPS: 942
global_step=780272, episodic_return=3750.176972200399
SPS: 942
global_step=780400, episodic_return=3900.715141168019
global_step=780944, episodic_return=3943.190067933919
global_step=780944, episodic_return=2760.177973348554
SPS: 942
global_step=782736, episodic_return=868.2973146642557
global_step=782912, episodic_return=2631.2528120912134
global_step=783040, episodic_return=3584.3603595710015
SPS: 942
global_step=784768, episodic_return=3766.2885650404005
global_step=785472, episodic_return=2805.0346092060845
global_step=785504, episodic_return=3939.3359272981415
SPS: 943
SPS: 943
global_step=789136, episodic_return=3812.9017749104028
global_step=790256, episodic_return=3414.543992480767
global_step=790272, episodic_return=3873.8852747393444
SPS: 943
global_step=790848, episodic_return=1045.6309377960754
global_step=790864, episodic_return=3947.171881632845
global_step=791280, episodic_return=1762.2459830458301
global_step=791616, episodic_return=3595.07110153806
global_step=792144, episodic_return=3786.6263700946142
SPS: 943
SPS: 943
global_step=796288, episodic_return=3974.8156266179594
global_step=796416, episodic_return=3898.601863118851
SPS: 943
global_step=796816, episodic_return=2850.434862543431
global_step=796960, episodic_return=3879.8894487270286
global_step=796960, episodic_return=3900.220612172139
SPS: 943
global_step=798752, episodic_return=3912.2394265527837
global_step=798896, episodic_return=3690.3046502304205
global_step=800304, episodic_return=2283.018975259655
global_step=800336, episodic_return=1966.761288828154
SPS: 943
global_step=800784, episodic_return=3848.838089470717
global_step=802752, episodic_return=1110.7500872033377
SPS: 943
global_step=802864, episodic_return=1394.8104905184266
global_step=803456, episodic_return=2870.9427178038322
global_step=803936, episodic_return=1687.1778711097284
SPS: 943
global_step=804928, episodic_return=1717.3032064231977
global_step=805152, episodic_return=3929.9311978221035
global_step=805872, episodic_return=3941.567002933521
global_step=806000, episodic_return=3694.6828377052084
global_step=806272, episodic_return=3864.804107955293
global_step=806432, episodic_return=2140.800895962243
global_step=806480, episodic_return=1237.0690628303742
SPS: 944
global_step=807296, episodic_return=4011.6230375557734
SPS: 944
global_step=810896, episodic_return=2876.7088801815394
SPS: 944
global_step=811744, episodic_return=1844.4757736098331
global_step=811776, episodic_return=1539.0421634953766
global_step=812544, episodic_return=1324.699017272396
global_step=812640, episodic_return=1890.8840166569444
SPS: 944
global_step=813392, episodic_return=1603.1310397963443
global_step=814768, episodic_return=3907.668918707158
SPS: 944
global_step=816352, episodic_return=3927.2593673332944
global_step=816800, episodic_return=3811.8637809986617
SPS: 944
global_step=818880, episodic_return=3689.394185871566
SPS: 944
global_step=819744, episodic_return=3041.523532238188
